Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-001592385-protein1358.fasta	GCA_001592385	CP010874.1	1400862	1402068	1358	glycosyl transferase	http://purl.uniprot.org/uniparc/UPI00005C84C6
GCA-001592385-protein909.fasta	GCA_001592385	CP010874.1	934838	935429	909	class I SAM-dependent methyltransferase	http://purl.uniprot.org/uniparc/UPI00030D9F4A
GCA-000196055-protein407.fasta	GCA_000196055	AL732656.1	424250	424898	407	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CMA5
GCA-001592385-protein1825.fasta	GCA_001592385	CP010874.1	1869577	1870846	1825	Recombinase RarA	http://purl.uniprot.org/uniprot/A0A0H1U559
GCA-000782855-protein3290.fasta	GCA_000782855	CP006910.1	1348968	1351017	3290	PI-2a backbone protein	http://purl.uniprot.org/uniprot/B9UQT1
GCA-000427035-protein2226.fasta	GCA_000427035	HF952104.1	451363	451762	2226	HTH-type transcriptional regulator AdhR	http://purl.uniprot.org/uniprot/A0A0G2YZV6
GCA-000196055-protein242.fasta	GCA_000196055	AL732656.1	259793	260000	242	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7B7
GCA-000427055-protein590.fasta	GCA_000427055	HF952106.1	595856	596213	590	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C883B
GCA-001655175-protein1626.fasta	GCA_001655175	CP015976.1	1614095	1614962	1626		
GCA-000831105-protein589.fasta	GCA_000831105	CP007572.1	607949	608903	589	Recombinase RecT	http://purl.uniprot.org/uniprot/A0A1A9DZW4
GCA-000831105-protein701.fasta	GCA_000831105	CP007572.1	720166	721519	701	MOP/MATE family multidrug-resistance efflux pump NorM	http://purl.uniprot.org/uniprot/M4YYJ7
GCA-001275545-protein2085.fasta	GCA_001275545	CP012419.2	160300	161218	2085	L-lactate dehydrogenase	http://purl.uniprot.org/uniprot/A0A1J7VE92
GCA-001275545-protein2394.fasta	GCA_001275545	CP012419.2	483894	484359	2394	PTS galactitol transporter subunit IIA	http://purl.uniprot.org/uniparc/UPI00005BB223
GCA-000007265-protein241.fasta	GCA_000007265	AE009948.1	260301	260883	241	Membrane protein, putative	http://purl.uniprot.org/uniprot/Q8E1V1
GCA-000730255-protein603.fasta	GCA_000730255	CP007632.1	613218	613578	603	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BC7462
GCA-001190885-protein3127.fasta	GCA_001190885	CP011329.1	1342559	1342775	3127	Maff2 family	http://purl.uniprot.org/uniprot/A0A0E9FC70
GCA-001266635-protein1101.fasta	GCA_001266635	CP010319.1	1155272	1156202	1101	Ribonuclease Z	http://purl.uniprot.org/uniprot/Q3K0P4
GCA-000012705-protein2275.fasta	GCA_000012705	CP000114.1	199113	199443	2275	Prepilin-type cleavage/methylation N-terminal domain protein	http://purl.uniprot.org/uniprot/E7S6V6
GCA-000196055-protein1220.fasta	GCA_000196055	AL732656.1	1256093	1256525	1220	ATP synthase subunit A	http://purl.uniprot.org/uniprot/A0A1A9E1F1
GCA-000782855-protein3167.fasta	GCA_000782855	CP006910.1	1226930	1227848	3167	Exfoliative toxin A, putative	http://purl.uniprot.org/uniprot/Q8DZ95
GCA-000831105-protein696.fasta	GCA_000831105	CP007572.1	713775	715689	696	ATP-binding/permease protein	http://purl.uniprot.org/uniprot/M4YYK1
GCA-000730215-protein3314.fasta	GCA_000730215	CP007631.2	1368602	1370189	3314	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EI23
GCA-000831125-protein3908.fasta	GCA_000831125	CP007571.1	1855976	1856912	3908	Conjugative transposon protein TcpC	http://purl.uniprot.org/uniprot/A0A127SJ05
GCA-001190885-protein3108.fasta	GCA_001190885	CP011329.1	1313192	1313552	3108	Conjugal transfer protein	http://purl.uniprot.org/uniprot/A0A1S1FJ34
GCA-000012705-protein3840.fasta	GCA_000012705	CP000114.1	1796511	1796904	3840	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E3D2
GCA-001266635-protein1155.fasta	GCA_001266635	CP010319.1	1206189	1206765	1155	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002E229F0
GCA-001592385-protein1727.fasta	GCA_001592385	CP010874.1	1766691	1767714	1727	PfoR protein	http://purl.uniprot.org/uniprot/E7S2C1
GCA-000427055-protein591.fasta	GCA_000427055	HF952106.1	596754	597447	591		
GCA-000427075-protein3292.fasta	GCA_000427075	HF952105.1	1286753	1287014	3292	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DF8B
GCA-000782855-protein2354.fasta	GCA_000782855	CP006910.1	393311	393803	2354	Conjugal transfer protein	http://purl.uniprot.org/uniprot/A0A1J7VXS9
GCA-000831105-protein1200.fasta	GCA_000831105	CP007572.1	1263260	1264367	1200	Cps5H protein	http://purl.uniprot.org/uniprot/A3KLK6
GCA-000730215-protein2867.fasta	GCA_000730215	CP007631.2	894091	894961	2867		
GCA-000730215-protein2931.fasta	GCA_000730215	CP007631.2	970966	971836	2931	CRISPR-associated endonuclease Cas1	http://purl.uniprot.org/uniprot/F8Y041
GCA-001592385-protein783.fasta	GCA_001592385	CP010874.1	791652	792909	783	GntP family permease	http://purl.uniprot.org/uniparc/UPI00030EC752
GCA-001266635-protein419.fasta	GCA_001266635	CP010319.1	440570	440855	419	PTS galactitol transporter subunit IIB	http://purl.uniprot.org/uniparc/UPI00005BB225
GCA-000782855-protein3104.fasta	GCA_000782855	CP006910.1	1160100	1161123	3104	Branched-chain-amino-acid aminotransferase	http://purl.uniprot.org/uniprot/F8Y109
GCA-000831125-protein2778.fasta	GCA_000831125	CP007571.1	655665	663429	2778		
GCA-000196055-protein2077.fasta	GCA_000196055	AL732656.1	2146462	2147458	2077	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E2P5
GCA-001655175-protein1583.fasta	GCA_001655175	CP015976.1	1568681	1569671	1583		
GCA-000730255-protein1587.fasta	GCA_000730255	CP007632.1	1645261	1645855	1587	Signal peptidase I	http://purl.uniprot.org/uniprot/E7S2L8
GCA-001655175-protein1628.fasta	GCA_001655175	CP015976.1	1615546	1616743	1628		
GCA-000007265-protein2082.fasta	GCA_000007265	AE009948.1	2132807	2133647	2082	Energy-coupling factor transporter ATP-binding protein EcfA1	http://purl.uniprot.org/uniprot/Q3JYF4
GCA-001026925-protein396.fasta	GCA_001026925	CP010867.1	417779	418286	396	tRNA-specific adenosine deaminase	http://purl.uniprot.org/uniprot/E7S631
GCA-001655175-protein912.fasta	GCA_001655175	CP015976.1	930037	931114	912		
GCA-001266635-protein914.fasta	GCA_001266635	CP010319.1	967808	968111	914	DUF4176 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00069EB612
GCA-001592385-protein526.fasta	GCA_001592385	CP010874.1	520419	521412	526	biotin synthase BioB	http://purl.uniprot.org/uniparc/UPI0002B9D104
GCA-001592385-protein591.fasta	GCA_001592385	CP010874.1	587933	588824	591	RNase adaptor protein RapZ	http://purl.uniprot.org/uniparc/UPI00030EFEE7
GCA-001275545-protein1994.fasta	GCA_001275545	CP012419.2	86174	86432	1994	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B97B9C
GCA-001026925-protein885.fasta	GCA_001026925	CP010867.1	942547	942964	885	Nucleoside diphosphate kinase	http://purl.uniprot.org/uniprot/Q3K1G0
GCA-000831105-protein1243.fasta	GCA_000831105	CP007572.1	1309590	1310829	1243	GTPase HflX	http://purl.uniprot.org/uniprot/S9LX70
GCA-000012705-protein3716.fasta	GCA_000012705	CP000114.1	1670971	1671469	3716	CBS domain protein	http://purl.uniprot.org/uniprot/F8Y2J8
GCA-000967445-protein2394.fasta	GCA_000967445	FO393392.1	255035	255569	2394	Protein GrpE	http://purl.uniprot.org/uniprot/Q3K3T3
GCA-001266635-protein1188.fasta	GCA_001266635	CP010319.1	1243222	1244047	1188	replication initiator protein	http://purl.uniprot.org/uniparc/UPI000428000F
GCA-000831105-protein1195.fasta	GCA_000831105	CP007572.1	1258538	1259468	1195	Alpha-2,3-N-acetylneuraminyltransferase	http://purl.uniprot.org/uniprot/A3KLL1
GCA-001592385-protein1060.fasta	GCA_001592385	CP010874.1	1091980	1092775	1060	Spermidine/putrescine ABC transporter, permease protein	http://purl.uniprot.org/uniprot/E7S446
GCA-000782855-protein2344.fasta	GCA_000782855	CP006910.1	384416	384713	2344	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4WBL5
GCA-000012705-protein3355.fasta	GCA_000012705	CP000114.1	1309067	1310249	3355	Integrase	http://purl.uniprot.org/uniprot/A0A076Z7F2
GCA-001592385-protein206.fasta	GCA_001592385	CP010874.1	191211	192243	206	Endonuclease	http://purl.uniprot.org/uniprot/S9C7T0
GCA-001266635-protein1125.fasta	GCA_001266635	CP010319.1	1179984	1180872	1125	aldose 1-epimerase family protein	http://purl.uniprot.org/uniparc/UPI0003032E9D
GCA-000302475-protein553.fasta	GCA_000302475	CP003919.1	568819	569335	553		
GCA-000730215-protein3494.fasta	GCA_000730215	CP007631.2	1558062	1559070	3494	Beta-1,6-galactofuranosyltransferase	http://purl.uniprot.org/uniprot/S9BE06
GCA-001190885-protein3117.fasta	GCA_001190885	CP011329.1	1322695	1331086	3117		
GCA-001552035-protein2768.fasta	GCA_001552035	CP012480.1	712731	713853	2768	Nuclease	http://purl.uniprot.org/uniprot/A0A1S1FGU1
GCA-001592385-protein1823.fasta	GCA_001592385	CP010874.1	1868297	1868768	1823	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1T0B5
GCA-000012705-protein2240.fasta	GCA_000012705	CP000114.1	149899	151240	2240	Histidine kinase	http://purl.uniprot.org/uniprot/Q6J5M2
GCA-000427055-protein612.fasta	GCA_000427055	HF952106.1	620466	620733	612	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000598D9E9
GCA-000689235-protein748.fasta	GCA_000689235	HG939456.1	789038	789536	748	GAF domain protein	http://purl.uniprot.org/uniprot/E7S4U2
GCA-001190885-protein2095.fasta	GCA_001190885	CP011329.1	256317	256704	2095	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F1CK02
GCA-001026925-protein823.fasta	GCA_001026925	CP010867.1	869457	870012	823	ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1F0CI51
GCA-001026925-protein824.fasta	GCA_001026925	CP010867.1	870015	871302	824	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/Q8E097
GCA-001592385-protein522.fasta	GCA_001592385	CP010874.1	515644	517390	522	multidrug ABC transporter permease/ATP-binding protein	http://purl.uniprot.org/uniparc/UPI000302B042
GCA-000782855-protein2535.fasta	GCA_000782855	CP006910.1	566812	567226	2535	transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002BADF7C
GCA-001275545-protein2940.fasta	GCA_001275545	CP012419.2	1068920	1069751	2940	Release factor glutamine methyltransferase	http://purl.uniprot.org/uniprot/A0A1J7WN35
GCA-001190885-protein2060.fasta	GCA_001190885	CP011329.1	224571	225915	2060	Cysteine--tRNA ligase	http://purl.uniprot.org/uniprot/Q8E1Z4
GCA-001266635-protein542.fasta	GCA_001266635	CP010319.1	567978	568182	542	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9A926
GCA-000012705-protein2664.fasta	GCA_000012705	CP000114.1	570129	570345	2664	HeH/LEM domain protein	http://purl.uniprot.org/uniprot/A0A1A9DZZ8
GCA-001592385-protein1055.fasta	GCA_001592385	CP010874.1	1086068	1086890	1055	Hydrolase (HAD superfamily)	http://purl.uniprot.org/uniprot/A0A0H1FRR8
GCA-000012705-protein2647.fasta	GCA_000012705	CP000114.1	559903	560143	2647	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA9721
GCA-000689235-protein1801.fasta	GCA_000689235	HG939456.1	1877116	1877485	1801	Putative lipoprotein	http://purl.uniprot.org/uniprot/G5KDX3
GCA-001592385-protein738.fasta	GCA_001592385	CP010874.1	740261	741455	738	Riboflavin biosynthesis protein RibBA	http://purl.uniprot.org/uniprot/S9MD99
GCA-000007265-protein1813.fasta	GCA_000007265	AE009948.1	1859769	1860372	1813	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0C7D1
GCA-001655175-protein1559.fasta	GCA_001655175	CP015976.1	1545567	1546422	1559		
GCA-001026925-protein495.fasta	GCA_001026925	CP010867.1	518762	518978	495	Exodeoxyribonuclease 7 small subunit	http://purl.uniprot.org/uniprot/P67463
GCA-000012705-protein3975.fasta	GCA_000012705	CP000114.1	1939325	1940435	3975	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1P5T9
GCA-000007265-protein1080.fasta	GCA_000007265	AE009948.1	1120575	1121478	1080	UDP-N-acetylenolpyruvoylglucosamine reductase	http://purl.uniprot.org/uniprot/P65464
GCA-000427055-protein1514.fasta	GCA_000427055	HF952106.1	1546257	1546779	1514	Phosphoesterase	http://purl.uniprot.org/uniprot/S9L2A2
GCA-000196055-protein387.fasta	GCA_000196055	AL732656.1	395886	396234	387	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CLY5
GCA-001592385-protein987.fasta	GCA_001592385	CP010874.1	1016792	1018070	987	type VII secretion protein EssB	http://purl.uniprot.org/uniparc/UPI000316FCD3
GCA-000730215-protein2998.fasta	GCA_000730215	CP007631.2	1046091	1047009	2998	Phosphate transport system permease protein	http://purl.uniprot.org/uniprot/Q8E5K3
GCA-000831105-protein604.fasta	GCA_000831105	CP007572.1	614170	614596	604	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9DZV6
GCA-000730215-protein3435.fasta	GCA_000730215	CP007631.2	1491432	1492074	3435	Phosphatase	http://purl.uniprot.org/uniprot/A0A075N0M0
GCA-000007265-protein60.fasta	GCA_000007265	AE009948.1	79219	79498	60	30S ribosomal protein S19	http://purl.uniprot.org/uniprot/A0A0E9FM88
GCA-001592385-protein1548.fasta	GCA_001592385	CP010874.1	1582941	1585587	1548	Pyruvate, phosphate dikinase	http://purl.uniprot.org/uniprot/A0A0H1NRE3
GCA-000599965-protein1417.fasta	GCA_000599965	CP007482.1	1393603	1394086	1417	Transcription elongation factor GreA	http://purl.uniprot.org/uniprot/Q3JZS3
GCA-001448985-protein612.fasta	GCA_001448985	CP013202.1	641213	643082	612	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1W892
GCA-000730255-protein1254.fasta	GCA_000730255	CP007632.1	1305745	1306198	1254	Uncharacterized protein	http://purl.uniprot.org/uniprot/E7S3K0
GCA-000007265-protein374.fasta	GCA_000007265	AE009948.1	395614	396229	374	Membrane protein, putative	http://purl.uniprot.org/uniprot/Q8E1G8
GCA-000012705-protein4021.fasta	GCA_000012705	CP000114.1	1968751	1969054	4021	Rhodanese-like protein	http://purl.uniprot.org/uniprot/E7S1J9
GCA-001266635-protein1173.fasta	GCA_001266635	CP010319.1	1229355	1230198	1173	nucleotidyl transferase AbiEii/AbiGii toxin family protein	http://purl.uniprot.org/uniparc/UPI00069EC475
GCA-000782855-protein2449.fasta	GCA_000782855	CP006910.1	493774	494299	2449	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BC19A8
GCA-000007265-protein1994.fasta	GCA_000007265	AE009948.1	2043156	2045049	1994	Putative cell-wall anchored surface adhesin	http://purl.uniprot.org/uniprot/Q0E798
GCA-000599965-protein591.fasta	GCA_000599965	CP007482.1	592737	593394	591	Methionine ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1J7UPL0
GCA-000427075-protein3296.fasta	GCA_000427075	HF952105.1	1288595	1291331	3296	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E995
GCA-000007265-protein295.fasta	GCA_000007265	AE009948.1	315644	317252	295	Ribonuclease Y	http://purl.uniprot.org/uniprot/E7S6C4
GCA-000730215-protein2613.fasta	GCA_000730215	CP007631.2	623472	623787	2613	DUF961 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2G9EB31
GCA-001592385-protein887.fasta	GCA_001592385	CP010874.1	909698	912332	887	Internalin	http://purl.uniprot.org/uniprot/A0A0E1EH08
GCA-000599965-protein575.fasta	GCA_000599965	CP007482.1	578054	578675	575		
GCA-001266635-protein1162.fasta	GCA_001266635	CP010319.1	1211029	1211596	1162		
GCA-001655175-protein686.fasta	GCA_001655175	CP015976.1	690512	693287	686		
GCA-000689235-protein869.fasta	GCA_000689235	HG939456.1	923728	926182	869	Putative ATP/GTP-binding protein	http://purl.uniprot.org/uniprot/A0A1D4QSF4
GCA-001266635-protein601.fasta	GCA_001266635	CP010319.1	624638	625991	601	ABC transporter permease	http://purl.uniprot.org/uniparc/UPI0002BC7BF4
GCA-000782855-protein3336.fasta	GCA_000782855	CP006910.1	1405798	1406674	3336	Glycosyl transferase family 2	http://purl.uniprot.org/uniprot/A0A1F0CA68
GCA-001592385-protein527.fasta	GCA_001592385	CP010874.1	521535	522051	527	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C66DF
GCA-000689235-protein1685.fasta	GCA_000689235	HG939456.1	1764182	1764677	1685	PTS system sorbose subfamily IIB component	http://purl.uniprot.org/uniprot/E7S293
GCA-000831105-protein1346.fasta	GCA_000831105	CP007572.1	1418603	1419848	1346	ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A1A9E1V2
GCA-000782855-protein2356.fasta	GCA_000782855	CP006910.1	395889	396255	2356	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4W941
GCA-000427035-protein2731.fasta	GCA_000427035	HF952104.1	991890	992283	2731	Uncharacterized protein	http://purl.uniprot.org/uniprot/M4YXY0
GCA-000007265-protein1711.fasta	GCA_000007265	AE009948.1	1762572	1763583	1711	Glyceraldehyde-3-phosphate dehydrogenase	http://purl.uniprot.org/uniprot/A0A1J7VE78
GCA-001190825-protein1211.fasta	GCA_001190825	CP011326.1	1282792	1284823	1211	antibiotic ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0009A547C4
GCA-001026925-protein510.fasta	GCA_001026925	CP010867.1	531673	532990	510	Phosphohydrolase	http://purl.uniprot.org/uniprot/S9KLX9
GCA-000831125-protein2787.fasta	GCA_000831125	CP007571.1	672217	672574	2787	VirB2-like protein	http://purl.uniprot.org/uniprot/Q6WRZ8
GCA-000007265-protein1047.fasta	GCA_000007265	AE009948.1	1087408	1087978	1047	Thymidine kinase	http://purl.uniprot.org/uniprot/Q3K118
GCA-001552035-protein2776.fasta	GCA_001552035	CP012480.1	719628	720666	2776	Methionine adenosyltransferase	http://purl.uniprot.org/uniprot/A0A1S1FJL0
GCA-001592385-protein1816.fasta	GCA_001592385	CP010874.1	1864026	1864767	1816	Ribosomal RNA small subunit methyltransferase E	http://purl.uniprot.org/uniprot/A0A0H1X1U6
GCA-001592385-protein38.fasta	GCA_001592385	CP010874.1	44748	45765	38	alcohol dehydrogenase AdhP	http://purl.uniprot.org/uniparc/UPI00005BB1C8
GCA-000730215-protein4096.fasta	GCA_000730215	CP007631.2	2152241	2153240	4096	Ornithine carbamoyltransferase	http://purl.uniprot.org/uniprot/E7S1E2
GCA-001026925-protein1436.fasta	GCA_001026925	CP010867.1	1513768	1515151	1436	Quinolone resistance protein NorB	http://purl.uniprot.org/uniprot/S9L115
GCA-001448985-protein613.fasta	GCA_001448985	CP013202.1	643490	644060	613	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB283
GCA-000782855-protein2533.fasta	GCA_000782855	CP006910.1	566269	566506	2533	DUF3310 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00027AFF61
GCA-001275545-protein3106.fasta	GCA_001275545	CP012419.2	1213550	1214348	3106	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000315620D
GCA-000007265-protein706.fasta	GCA_000007265	AE009948.1	716746	717433	706	Ribonuclease 3	http://purl.uniprot.org/uniprot/Q3K1Y2
GCA-001275545-protein2893.fasta	GCA_001275545	CP012419.2	1018536	1019373	2893	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9767C
GCA-001190885-protein2468.fasta	GCA_001190885	CP011329.1	636778	637849	2468	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB4583
GCA-001655175-protein596.fasta	GCA_001655175	CP015976.1	600079	601525	596		
GCA-001026925-protein212.fasta	GCA_001026925	CP010867.1	233177	233483	212	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1WXM4
GCA-000782855-protein2959.fasta	GCA_000782855	CP006910.1	1014520	1014742	2959	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002BB805A
GCA-000831145-protein1667.fasta	GCA_000831145	CP007570.1	1785292	1785823	1667	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BBD73F
GCA-001552035-protein2802.fasta	GCA_001552035	CP012480.1	744498	744900	2802	RNA polymerase subunit sigma-70	http://purl.uniprot.org/uniprot/A0A1S1FET2
GCA-001026925-protein132.fasta	GCA_001026925	CP010867.1	143379	144120	132	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/E7S6Y8
GCA-001190805-protein2986.fasta	GCA_001190805	CP011325.1	1044435	1045086	2986	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB2F9
GCA-000427035-protein2015.fasta	GCA_000427035	HF952104.1	232440	233031	2015	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EJR2
GCA-000007265-protein1496.fasta	GCA_000007265	AE009948.1	1553161	1553539	1496	Glyoxalase family protein	http://purl.uniprot.org/uniprot/Q8DYE3
GCA-000730215-protein2629.fasta	GCA_000730215	CP007631.2	639777	640995	2629	Transposase from transposon Tn1545	http://purl.uniprot.org/uniprot/P62904
GCA-000427075-protein2581.fasta	GCA_000427075	HF952105.1	590251	590491	2581	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DBA5
GCA-001592385-protein1981.fasta	GCA_001592385	CP010874.1	2014645	2015134	1981	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA265B
GCA-000427075-protein3280.fasta	GCA_000427075	HF952105.1	1273820	1275578	3280	DUF4365 domain-containing protein	http://purl.uniprot.org/uniparc/UPI000332DFE0
GCA-000831105-protein1189.fasta	GCA_000831105	CP007572.1	1252408	1252894	1189	Orf1 protein	http://purl.uniprot.org/uniprot/Q9XDS9
GCA-000831105-protein1847.fasta	GCA_000831105	CP007572.1	1936088	1936304	1847		
GCA-001275545-protein2032.fasta	GCA_001275545	CP012419.2	106263	106770	2032	phage major tail protein, TP901-1 family	http://purl.uniprot.org/uniparc/UPI0006AC2D7F
GCA-001592385-protein1328.fasta	GCA_001592385	CP010874.1	1363166	1364276	1328	RNA polymerase sigma factor RpoD	http://purl.uniprot.org/uniparc/UPI00005C8381
GCA-000302475-protein46.fasta	GCA_000302475	CP003919.1	60800	61601	46		
GCA-000689235-protein1784.fasta	GCA_000689235	HG939456.1	1861889	1863239	1784	Transporter	http://purl.uniprot.org/uniprot/A0A0H1LZK5
GCA-000007265-protein1444.fasta	GCA_000007265	AE009948.1	1501732	1502200	1444	SsrA-binding protein	http://purl.uniprot.org/uniprot/E7S390
GCA-000007265-protein83.fasta	GCA_000007265	AE009948.1	90238	90625	83	50S ribosomal protein L17	http://purl.uniprot.org/uniprot/Q8E2B0
GCA-000007265-protein1940.fasta	GCA_000007265	AE009948.1	1984716	1984983	1940	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y3I3
GCA-000831105-protein1378.fasta	GCA_000831105	CP007572.1	1449016	1449949	1378	Iron compound ABC transporter, substrate-binding protein	http://purl.uniprot.org/uniprot/Q8DYT0
GCA-000599965-protein240.fasta	GCA_000599965	CP007482.1	239144	239510	240	30S ribosomal protein S13	http://purl.uniprot.org/uniprot/E7S742
GCA-001190865-protein1235.fasta	GCA_001190865	CP011328.1	1222550	1223282	1235	Glycosyl transferase family 2	http://purl.uniprot.org/uniprot/A0A0E1EIK4
GCA-001190885-protein3076.fasta	GCA_001190885	CP011329.1	1279318	1279678	3076	Cadmium efflux system accessory protein	http://purl.uniprot.org/uniprot/G5KBH8
GCA-001592385-protein533.fasta	GCA_001592385	CP010874.1	525880	526849	533	glucokinase	http://purl.uniprot.org/uniparc/UPI0002B94C19
GCA-000730255-protein217.fasta	GCA_000730255	CP007632.1	236000	236405	217		
GCA-001190885-protein3133.fasta	GCA_001190885	CP011329.1	1347034	1347316	3133	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0005DB02C8
GCA-001190885-protein3086.fasta	GCA_001190885	CP011329.1	1289418	1289685	3086	Arsenical resistance operon repressor	http://purl.uniprot.org/uniprot/A0A0Z8NSM0
GCA-001266635-protein1622.fasta	GCA_001266635	CP010319.1	1686263	1687610	1622	Glutamine synthetase	http://purl.uniprot.org/uniprot/F8Y2T8
GCA-001592385-protein175.fasta	GCA_001592385	CP010874.1	153294	154959	175		
GCA-001266635-protein1712.fasta	GCA_001266635	CP010319.1	1780646	1782518	1712		
GCA-000730215-protein3274.fasta	GCA_000730215	CP007631.2	1326031	1326433	3274	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EHY3
GCA-001190885-protein2113.fasta	GCA_001190885	CP011329.1	270438	271536	2113	ABC transporter	http://purl.uniprot.org/uniprot/F8XYB4
GCA-001026925-protein170.fasta	GCA_001026925	CP010867.1	193643	194099	170	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E228
GCA-000831105-protein1552.fasta	GCA_000831105	CP007572.1	1635319	1635955	1552	Thymidylate kinase	http://purl.uniprot.org/uniprot/Q8E3X8
GCA-000007265-protein316.fasta	GCA_000007265	AE009948.1	337363	337687	316	PTS system, cellobiose-specific IIA component	http://purl.uniprot.org/uniprot/Q8E1M6
GCA-001552035-protein2786.fasta	GCA_001552035	CP012480.1	727917	728121	2786	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1S1FEH7
GCA-001592385-protein1054.fasta	GCA_001592385	CP010874.1	1085353	1085968	1054	LipaseAcylhydrolase family protein	http://purl.uniprot.org/uniprot/A0A0H1HA15
GCA-001592385-protein3.fasta	GCA_001592385	CP010874.1	4366	5542	3	pyridoxal phosphate-dependent aminotransferase	http://purl.uniprot.org/uniparc/UPI00005BB1AD
GCA-000427035-protein2743.fasta	GCA_000427035	HF952104.1	1005427	1006111	2743	DNA-binding response regulator	http://purl.uniprot.org/uniparc/UPI000332DEFA
GCA-000730215-protein2310.fasta	GCA_000730215	CP007631.2	335847	336831	2310	DeoR faimly transcriptional regulator	http://purl.uniprot.org/uniprot/A0A075N1Y5
GCA-001190885-protein3128.fasta	GCA_001190885	CP011329.1	1342778	1343090	3128	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000682C8F0
GCA-000012705-protein2241.fasta	GCA_000012705	CP000114.1	151236	151890	2241	DNA-binding protein	http://purl.uniprot.org/uniprot/Q6J5M1
GCA-001026925-protein698.fasta	GCA_001026925	CP010867.1	733343	734429	698	Dipeptidase	http://purl.uniprot.org/uniprot/A0A1J7VVI1
GCA-000967445-protein3625.fasta	GCA_000967445	FO393392.1	1465962	1466844	3625	Fructokinase	http://purl.uniprot.org/uniprot/Q8DY05
GCA-001026925-protein785.fasta	GCA_001026925	CP010867.1	828886	829951	785	Serine hydrolase	http://purl.uniprot.org/uniprot/A0A1F0CI01
GCA-000599965-protein308.fasta	GCA_000599965	CP007482.1	311102	312017	308	Oligopeptide ABC transporter, permease protein	http://purl.uniprot.org/uniprot/F8XXT9
GCA-000689235-protein1230.fasta	GCA_000689235	HG939456.1	1299534	1300530	1230	Nucleotide sugar synthetase-like protein	http://purl.uniprot.org/uniprot/A0A1J7VNW7
GCA-000730215-protein2305.fasta	GCA_000730215	CP007631.2	331588	332230	2305	DNA-binding response regulator	http://purl.uniprot.org/uniprot/Q8E1N2
